Streckennummer:;Anfangkm:;Endekm:;Streckenname:
4534;0;100;ehemalige Strecke - (Löwental) ehem Abzw Seewald - ehem BK Rotenmoos
4540;-436;92.670;Ulm Hbf. W 225 - Sigmaringen
4541;-525;3.030;Ulm Hbf. W 265 - Rbf. W 159 b. G-Bahn
4542;92.884;94.580;Ulm Hbf. W 3 - Rbf. G-Bahn
4543;71.695;72.143;Ulm Hbf. W 6 - Rbf. W 8. G-Bahn
4544;-606;1.700;Ulm Hbf. W 280 - Rbf. G-Bahn
4550;-771;84.720;Herbertingen. W 48 - Isny
4551;-386;23.500;Altshausen. W 18 - Burgweiler. G-Bahn
4560;-465;19.175;Kißlegg. W 14 - Hergatz. W 22
4561;-564;11.168;Roßberg. W 15 - Bad Wurzach. Gl 2. G-Bahn
4570;-337;31.540;Leutkirch. W 7 - Memmingen
4600;0;161.598;Plochingen --(Horb)-- - Immendingen. W 15
4610;-585;17.630;Wendlingen (Neckar). W 3 - Oberlenningen. Gl 1
4611;-1.618;7.934;Kirchheim (Teck). W 1 - Weilheim (Teck). G-Bahn
4612;0;100;ehemalige Strecke - Kirchheim (Teck)-Ötlingen - Kirchheim (Teck) Süd
4620;105;58.435;Reutlingen Hbf. Gl 1 M - Schelklingen. W 502. G-Bahn
4621;-375;12.390;Metzingen. W 605 - Urach. G-Bahn
4630;-242;87.505;Tübingen Hbf. W 46 - Sigmaringen
4631;46.682;49.249;Tübingen Hbf. W 3 - W 82. G-Bahn
4632;0;1.024;Tübingen Hbf. W 88 - Bw Tübingen. Gl 24 W. G-Bahn
4633;105;21.621;Tübingen Hbf. Gl 13 - Herrenberg
4634;-324;29.190;Balingen (Württ). W 6 - Rottweil. G-Bahn
4640;80.804;82.158;Horb. Stw 2. W 69 - Stw 4. W 224. G-Bahn
4650;-322;27.610;Rottweil. W 029 - Villingen (Schwarzw). W 3
4660;-1.084;37.526;Tuttlingen. W 311  - Inzigkofen. W 10
4661;-759;8.591;Tuttlingen. W 101 - Hattingen (Baden). W 33
4700;0;94.950;Stuttgart Hbf - Ulm Hbf (BD-Grenze)
4701;0;22.197;Stuttgart Hbf - Plochingen. S-Bahn
4702;515;2.284;Stuttgart Hbf. W 236 - Bbf. Gl 737. G-Bahn
4710;-502;111.490;Stuttgart-Bad Cannstatt. W 5 - Nördlingen. Gl 2
4711;134;2.379;Stuttgart-Bad Cannstatt. Gl 10 - Stg-Untertürkheim. W 202. G-Bahn
4712;0;100;ehemalige Strecke - Stuttgart-Bad Cannstatt - Stg-Untertürkheim
4713;-453;8.524;Stuttgart-Bad Cannstatt. W 8 - Waiblingen
4720;-468;11.651;Stuttgart-Untertürkheim. W 041 - Kornwestheim Pbf. W 453
4721;97;3.224;Stuttgart-Untertürkheim. W 103 - Nürnberger Straße. W 304. G-Bahn
4722;0;1.220;Stuttgart-Untertürkheim. W 520 - Ga Stg-Bad Cannstatt. Gl 633. G-Bahn
4723;1.770;6.025;Stuttgart-Untertürkheim - Stuttgart Hafen. W 802. H-Bahn
4724;219;3.907;Stg-Untertürkheim. W 047 - Stuttgart Hafen (Glan). H-Bahn
4725;0;100;ehemalige Strecke - Stuttgart Hafen. W 1 - Stuttgart Ost (Glan). W 31
4730;82;12.457;Göppingen. Gl 13 - Boll. Gl 2. G-Bahn
4731;-486;10.500;Süssen. W 9 - Weissenstein (Württ). G-Bahn
4740;-394;5.200;Geislingen (Steige). W 60 - Geislingen-Altenstadt. G-Bahn
4741;0;1.600;ehem. Abzw Helfenstein - ehem. Bbf Eybtal
4742;57.980;60.320;Geislingen West - ehem. Bbf Eybtal
4743;59.820;61.290;ehem. Bbf Eybtal - Geislingen (Steige)
4750;110;27.637;Schwäbisch Gmünd - Göppingen. W 83. G-Bahn
4751;-249;23.030;Schorndorf. W 44 - Welzheim. Gl 2
4752;0;100;ehemalige Strecke - Unterböbingen - Heubach
4760;-339;72.178;Aalen. W 81 - Ulm Hbf. W 123
4800;0;62.496;Stuttgart Hbf - Bretten
4801;0;23.568;Stuttgart Hbf - Bietigheim-Bissingen. S-Bahn
4802;375;3.551;Ga Stg Hbf. Gl 453 - Stuttgart Nord. W 224. G-Bahn
4803;103;1.152;Stuttgart Nord. W 222 - W 070. G-Bahn
4804;957;2.404;Stuttgart Hbf. W 400 - Stg Nord. W 200. G-Bahn
4810;-577;48.450;Stuttgart-Zuffenhausen. W 6 - Calw Süd. Gl 3
4811;5.190;9.527;Stuttgart-Feuerbach. W 103 - Kornwestheim Rbf. W 17. G-Bahn
4812;9.012;10.613;Stg-Zuffenhausen. Zazenhausen.W 655 - Stg-Zuffenhausen. W 577
4820;9.498;15.174;S-Zuffenhsn.Zazenhsn.W666 --(Rbf)-- - Ludwigsburg. W 019. G-Bahn
4821;32;3.543;Kornwestheim Rbf. W 10 - Korntal. W 2. G-Bahn
4822;99;620;Kornwestheim Rbf. W 506 - Stuttgart-Stammheim. G-Bahn
4823;-200;1.190;Kornwestheim Rbf. W 957 - WAbt Kornwestheim. Gl Wst 26. G-Bahn
4824;-17;1.300;Kornwestheim Rbf. W 923 - Ula. Gl S15. G-Bahn
4825;13.074;14.708;Kornwestheim Rbf. W 267 - Ga Ludwigsburg. Gl 9. G-Bahn
4826;9.310;14.975;S-Zuffenhsn.Zazenhsn.W656 --(Rbf)-- - Ludwigsburg. W 005. G-Bahn
4827;95.941;96.900;Abzw Langes Feld. W 573 - Kornwestheim Rbf. G-Bahn
4830;0;100;ehemalige Strecke - Ludwigsburg - Freiberg (Neckar)
4831;-529;8.528;Ludwigsburg. W 004 - Markgröningen. Gl 2. G-Bahn
4840;37.752;39.061;Mühlacker. W 183 - W 127. G-Bahn
4841;-631;2.560;Maulbronn West. W 653 - Maulbronn. Gl 1. G-Bahn
4842;134.108;141.249;Sersheim - Illingen (Württ)
4843;34.730;36.350;Aischbach. W 663 - Vaihingen (Enz) Nord. G-Bahn
4850;101;56.757;Pforzheim Hbf. Gl 163 - Hochdorf (b Horb). W 1
4851;-342;19.983;Pforzheim-Brötzingen. W 3 - Bad Wildbad. Gl 1
4852;0;15.120;Nagold - Altensteig
4853;110;2.659;Pforzheim Hbf. Gl 164 - Pforzheim-Brötzingen. W 3
4860;0;67.227;Stuttgart Hbf - Horb
4861;-803;28.161;Stuttgart Hbf. W117 --(Flugh-Stg)-- - Filderstadt. S-Bahn
4862;530;5.420;Stuttgart-Vaihingen - Leinfelden. G-Bahn
4863;0;100;ehemalige Strecke - Leinfelden - Waldenbuch
4864;0;1.502;Stuttgart Schwabstraße. W 091 - W 095. S-Bahn
4870;-507;14.674;Böblingen. W 50 - Renningen. W 5
4871;-188;17.192;Böblingen. W 15 - Dettenhausen. Gl 2. G-Bahn
4872;-143;3.190;Schönaicher First. W 1 - Schönaich. G-Bahn
4880;-738;54.773;Eutingen im Gäu. W 503 - Schiltach
4881;0;1.180;Eutingen im Gäu. W 528 - W 531
4900;22.897;100.851;Bietigheim-Bissingen. W 092 - Osterburken. W 4
4901;724;20.315;Lauffen (Neckar). W 9 - Leonbronn. Gl 1. G-Bahn
4902;19.376;25.841;Freiberg (Neckar) - Bietigheim-Bissingen
4910;50.800;53.099;Heilbronn Gbf. W 230 - Heilbronn Hbf. W 925. G-Bahn
4911;0;882;Heilbronn Gbf. Gl 66 - W 501. G-Bahn
4912;0;732;Heilbronn Hbf. W 672 - Ga. Gl 505. G-Bahn
4913;-328;3.300;Heilbronn Hbf. W 630 - Heilbronn Hafen (Glan). H-Bahn
4920;-223;31.422;Lauda. W 23 - Wertheim
4921;-223;6.372;Tauberbischofsheim. W 10 - Königheim. G-Bahn
4922;-384;6.109;Königshofen (Baden). W 123 - Bad Mergentheim
4930;0;61.147;Waiblingen - Schwäbisch Hall-Hessental. W 218
4931;-557;24.009;Backnang. W 69 - Ludwigsburg. W 064
4932;-373;37.021;Marbach (Neckar) - Heilbronn  Karlstor. W 2. G-Bahn
4940;-488;30.449;Goldshöfe. W 1 - Crailsheim
4950;30.446;141.500;Crailsheim - Eppingen
4951;2;10.310;Crailsheim - Ellrichshausen
4952;106;2.660;Crailsheim. W 109 - Crailsheim Flugplatz (Glan). G-Bahn
4953;4;60.282;Crailsheim - Bad Mergentheim
4954;-313;12.147;Blaufelden. W 15 - Langenburg. Gl 1. G-Bahn
4955;-370;290;Weikersheim - Schäftersheim. G-Bahn
4956;-129;23.724;Waldenburg (Württ). Gl 51 - Forchtenberg. Gl 2. G-Bahn
5000;859;22.950;Bayreuth Hbf. W 63 - Warmensteinach. Gl 1
5001;119;18.676;Schnabelwaid. W 21 - Bayreuth Hbf. W 46
5002;1.583;32.860;(Bayreuth) Abzw Kreuzstein. W 301 - Hollfeld. G-Bahn
5003;5.111;42.496;Bayreuth Altstadt - Kulmbach. W 53
5004;161;4.851;Untersteinach (b Stadtsteinach). W 9 - Stadtsteinach. Gl 2. G-Bahn
5005;105;5.384;Falls - Gefrees
5006;2.732;21.035;(Neuenm.-Wirsberg) Abzw Schlömen.W 1 - Bischofsgrün. Gl 2. G-Bahn
5007;0;731;Schlömener Kurve
5010;-787;52.900;Hochstadt-Marktzeuln. W 12 - Ludwigsstadt (RB-Grenze)
5011;-313;5.292;Neuses (b Kronach). Gl 1 - Weißenbrunn. Gl A. G-Bahn
5012;-617;25.040;Kronach. W 41 - Nordhalben. Gl 2. G-Bahn
5013;30.025;35.242;(RB-Grenze) Burggrub - Stockheim (Oberfr)
5014;-546;16.828;Pressig-Rothenkirchen. W 54 - Tettau. Gl 5
5015;0;5.340;Ludwigsstadt - RB-Grenze
5020;151.698;164.322;(DB-Grenze) Feilitzsch - Hof (Saale) Hbf. W 121
5021;-652;27.040;Hof (Saale) Hbf. W 307 - Bad Steben. Gl 2
5022;63.410;69.010;(DB-Grenze) Lichtenberg (Oberfr) - Marxgrün
5023;145;9.933;Naila. Gl 1 - Schwarzenbach a Wld. Gl 1. G-Bahn
5024;-342;10.859;Selbitz - Helmbrechts
5025;568;9.479;Münchberg. W 2 - Helmbrechts. W 9
5026;-477;10.225;Münchberg - Zell (Oberfr.)
5027;29.589;54.784;(DB-Grenze) Selb-Plößberg - Oberkotzau. W 445
5030;-876;14.868;Neusorg - Fichtelberg
5031;5;10.590;Wunsiedel-Holenbrunn. Gl 1 - Leupoldsdorf. Gl 1. G-Bahn
5032;-544;22.774;Wunsiedel-Holenbrunn - Selb Stadt
5033;-303;3.852;Selb-Plößberg. W 28 - Selb Stadt. W 2
5034;103;1.770;Selb Stadt - Ludwigsmühle
5035;381;13.478;Kirchenlamitz Ost - Weißenstadt
5040;-379;19.663;Wiesau (Oberpf). W 4 - Waldsassen (DB-Grenze). G-Bahn
5041;265;24.347;Wiesau (Oberpf). W 10 - Bärnau (Oberpf).G-Bahn
5042;62;6.475;Reuth (b Erbendorf). W 15 - Erbendorf Nord. Gl 2. G-Bahn
5050;0;87.261;Weiden (Oberpf) - Oberkotzau. W 444
5051;0;79.405;Weiden (Oberpf) - Neuenmarkt-Wirsberg. W 30
5052;-733;20.800;Pressath. W 1 - Kirchenthumbach. G-Bahn
5053;-33;3.770;Grafenwöhr. W 1 - Grafenwöhr Lager (Glan). Gl 22. G-Bahn
5054;-550;49.841;Neustadt (Waldnaab). W 6 - Eslarn. G-Bahn
5055;700;6.424;Floß - Flossenbürg
5060;-313;51.510;Neukirchen (b Sulzb.-Rosenbg). W 15 - Weiden (Oberpf)
5061;-187;4.165;Vilseck. W 2 - Vilseck Lager (Glan).Gl 21. G-Bahn
5062;0;21.553;Amberg - Schnaittenbach. Gl 1. G-Bahn
5063;0;23.833;Amberg - Schmidmühlen
5064;2.564;28.690;Drahthammer - Lauterhofen
5100;0;127.653;Bamberg - Hof (Saale) Hbf. W 121
5101;835;3.700;Bamberg. W 196 - Bamberg Hafen (Glan). H-Bahn
5102;-321;92.553;Bamberg. W 112 - Rottendorf. W 31 und W 32
5103;1.041;2.060;Hallstadt (b Bamberg). W 503 - Abzw Höflein. W 302
5104;-548;33.870;Breitengüßbach. W 3 - Maroldsweisach. Gl 1. G-Bahn
5105;-499;31.896;Breitengüßbach - Dietersdorf (Oberfr)
5110;-339;36.852;Strullendorf. W 22 - Ebrach. Gl 1. G-Bahn
5111;-89;24.135;Frensdorf. W 1 - Schlüsselfeld. Gl 2. G-Bahn
5112;1.464;22.884;Forchheim (Oberfr). W 401 - Höchstadt (Aisch). Gl 2. G-Bahn
5113;1.077;15.196;Forchheim (Oberfr). W 402 - Ebermannstadt (BD-Grenze)
5114;-1.091;13.778;Bamberg. W 5 - Scheßlitz. Gl 1. G-Bahn
5120;114.228;151.793;(DB-Grenze) Tiefenlauter - Lichtenfels. W 38
5121;-353;38.510;Coburg. W 56 - Lauscha. Gl2
5122;-349;17.711;Coburg. W 58 - Rodach (b Coburg). Gl 1
5123;-660;8.095;Creidlitz. W 3 - Rossach. Gl 2. G-Bahn
5124;-474;30.010;Ebersdorf (b Coburg) - Neustadt (b Coburg)
5200;0;89.300;Würzburg Hbf - Aschaffenburg Hbf
5201;-655;7.272;Würzburg Hbf. W 77 - Veitshöchheim. W 29. G-Bahn
5202;818;3.725;Würzburg Hbf. W 241 - Würzbg Neuer Hafen (Glan).Gl 134.H-Ba
5203;-478;11.050;Seligenstadt (b Würzburg) - Volkach (Main)
5204;-644;36.262;Ochsenfurt - Schäftersheim
5205;-234;6.347;Bieberehren - Creglingen
5206;-323;2.780;Ochsenfurt. W 24 - Mainlände (Glan). H-Bahn
5207;28;2.950;Marktbreit. Gl 1 - Mainlände (Glan). H-Bahn
5208;0;26.314;Rottendorf - Iphofen  (Planungstitel)
5209;86.873;94.579;Rottendorf. W 38 - Würzburg Hbf. Gl 8. Nordgleis
5210;1.385;47.245;Gemünden (Main). W 279 - Bad Kissingen. Gl 14
5211;54;31.757;Jossa. Gl 7 - Wildflecken. Gl 1
5212;0;1.043;Abzw Zollberg. W 291 - Langenprozelten. W 401
5213;-445;36.840;Lohr Bahnhof - Wertheim
5214;830;3.061;Burgsinn. W 625 - Burgsinn Bbf
5215;0;1.688;Burgsinn Bbf - Abzw Sinnberg. W 682
5216;0;10.740;Abzw Nantenbach. W 211 - Rohrbach. W 810
5217;0;3.230;Würzburg - Zell. W30 - Veitshöchheim. W26. G-Bahn
5220;-233;37.004;Aschaffenburg Hbf. W 234 - Miltenberg. ehem. Hbf. Gl.103
5221;0;2.400;Aschaffenburg-Goldbach - Aschaffenburg Süd
5222;-254;30.139;Aschaffenburg Süd. W 702 - Höchst (Odenw). W 1. G-Bahn
5223;37.017;49.381;Miltenberg. ehem. Hbf. W 102 - Schneeberg (b Amorbach)
5224;425;32.805;Miltenberg. ehem. Hbf. W 103 - Wertheim
5225;235;18.000;Hösbach - Wiesthal  (Planungstitel)
5226;-352;17.080;Obernburg-Elsenfeld - Heimbuchenthal
5227;0;1.105;Mainaschaff. W 906/907 - Abzw Steinerts. W 901/902. G-Bahn
5230;-652;39.792;Waigolshausen. W 6 - Gemünden (Main). G-Bahn
5231;0;50.398;Kitzingen - Schweinfurt Hbf. W 120. G-Bahn
5232;-544;15.605;Haßfurt. W 25 - Hofheim (Unterfr). Gl 2
5233;-414;8.093;Ebenhausen (Unterfr). W 802 - Bad Kissingen. W 1
5234;-695;1.634;Kitzingen. W 46 - Mainlände (Glan). H-Bahn
5235;1.385;3.265;Str 5234 (Glan). W 111 - Kitzingen Mainlände. H-Bahn
5236;0;505;Schweinfurt. W 200 - Mainlände (Glan). H-Bahn
5240;-519;77.830;Schweinfurt Hbf. W 33 - NL-Grenze km 57.7 - Meiningen. Gl 1B
5241;-430;23.325;Bad Neustadt (Saale).W 3 - Bad Königshofen i Grabfeld.Gl5.G-Bahn
5242;-391;19.097;Bad Neustadt (Saale) - Bischofsheim (Rhön)
5243;-254;18.552;Mellrichstadt Bahnhof - Fladungen
5250;-582;13.732;Steinach (b Rothenbg. o d T.).W 35 - Bad Windsheim
5251;-613;36.700;Steinach (b Rothenbg.o d T.). W 32 - Dombühl
5252;-478;22.918;Leutershausen-Wiedersbach - Bechhofen
5253;-406;11.797;Wicklesgreuth. W 21 - Windsbach. Gl 1
5300;0;70.137;Augsburg Hbf - Nördlingen
5301;4.664;25.235;Augsburg-Hirblinger-Straße - Welden
5302;0;85.001;Augsburg Hbf - Neu-Ulm (BD-Grenze)
5303;1.648;6.839;Augsburg-Oberhausen.W 976 - Westheim (Schwab). W 22. G-Bahn
5304;0;39.895;Augsburg Hbf - Buchloe
5305;0;4.780;Augsburg Rbf - Au-Hirblinger-Straße. W 277. G-Bahn
5306;0;1.430;Augsburg Hbf - Augsburg-Oberhausen.W 972
5307;16.441;17.470;Abzw Stahlwerk. W 203 - Werkbf HerbertshofenSüd(Glan). G-Bahn
5310;0;34.549;Donauwörth - Treuchtlingen
5311;-391;16.974;Mertingen Bahnhof. W 8 - Wertingen. Gl 3. G-Bahn
5320;0;62.120;Treuchtlingen - Nürnberg Hbf. W 9
5321;0;140.242;Treuchtlingen - Würzburg Hbf
5322;-148;21.045;Dollnstein. W 1 - Rennertshofen. Gl 2.G-Bahn
5323;-761;35.358;Eichstätt Bahnhof. W 8 - Kinding
5330;0;56.645;Nördlingen - Pleinfeld. W 25
5331;0;54.441;Nördlingen - Dombühl. W 733. G-Bahn
5332;117;17.434;Nördlingen. Gl 6 - Wemding (BD-Grenze). G-Bahn
5340;42;42.400;Gessertshausen. Gl 4 - Türkheim (Bay) Bahnhof
5341;-262;14.084;Dinkelscherben. W 26 - Thannhausen (Schwab). G-Bahn
5350;-376;9.825;Senden. W 32 - Weissenhorn. Gl 2. G-Bahn
5351;-741;55.463;Günzburg. W 5 - Mindelheim. W 20
5352;0;9.157;Gundelfingen (Bay) - Sontheim-Brenz. W 1. G-Bahn
5360;0;46.140;Buchloe - Memmingen
5361;232;5.256;Türkheim (Bay) Bahnhof. W 524 - Bad Wörishofen. Gl 1
5362;0;152.938;Buchloe - Lindau Hbf
5363;-435;22.116;Bobingen. W 3 - Kaufering. W 43
5364;-433;4.854;Kaufering. W 38 - Landsberg (Lech)
5365;-454;28.920;Landsberg (Lech). W 2 - Schongau. W 24. G-Bahn
5370;-315;54.784;Mering. W 24 - Weilheim (Oberbay). W 124
5380;-157;28.470;Ingolstadt Nord. W 8 - Altmannstein. G-Bahn
5381;0;97.431;Ingolstadt Hbf - Neuoffingen. W 47
5382;0;62.246;Ingolstadt Hbf - Augsburg-Hochzoll. W 21
5383;-198;23.389;Wolnzach. Bahnhof. W 8 - Mainburg. Gl 1. G-Bahn
5384;398;9.435;Wolnzach. Bahnhof. W 25 - Geisenfeld. Gl 1
5385;0;2.500;Abzw Ingolstadt-Sandrach. W 901 - Werkbf ERIAG (Glan). G-Bahn
5386;1.412;8.212;Ingolstadt Nord. W 75 - Shell Werkbf (Glan). G-Bahn
5387;0;5.102;Abzw Ernsgaden. W 1 - Vohburg. Werkbf BP (Glan). G-Bahn
5388;3.488;4.200;Abzw Schmidtmühle. W 80 - Ingolstadt Nord.Werkbf Esso(Glan).G-Bahn
5400;356;85.668;Kempten (Allgäu) Hbf - Neu-Ulm. W 73
5401;1.018;37.690;Kempten (Allgäu) Hbf - Isny
5402;-380;20.704;Immenstadt. W 36 - Oberstdorf. Gl 3
5403;-33;34.340;Kempten (Allgäu) Hbf. W 44 - Pfronten-Steinach (DB-Grenze)
5410;-284;10.280;Kellmünz. W 21 - Babenhausen (Schwab).Gl 4. G-Bahn
5411;83;16.922;Memmingen - Legau (Allgäu)
5412;-436;10.773;Ungerhausen. W 11 - Ottobeuren. Gl 1. G-Bahn
5420;-18;5.939;Lindau Hbf. Gl 1 - Lindau-Reutin (DB-Grenze)
5421;39;1.765;Abzw Lindau-Äschach. W 5 - Lindau-Reutin. G-Bahn
5430;-595;6.886;Röthenbach (Allgäu). W 3 - Lindenberg (Allgäu). G-Bahn
5431;95;5.732;Röthenbach (Allgäu). W 7 - Weiler (Allgäu). Gl 2
5440;-512;6.514;Biessenhofen. W 3 - Marktoberdorf
5441;-106;30.620;Marktoberdorf - Füssen. Gl 3
5442;0;100;ehemalige Strecke - Marktoberdorf - Lechbruck
5443;535;29.576;Kaufbeuren - Schongau
5444;0;15.495;Schongau - Peissenberg
5450;-360;8.942;Weilheim (Oberbay). W 24 - Peissenberg
5451;0;23.682;Murnau - Oberammergau. Gl 1
5452;-363;14.848;Garmisch-Partenkirchen. W 3 - Griesen (Oberbay) (DB-Grenze)
5453;-282;35.685;Tutzing. W 6 - Kochel
5454;20.733;22.756;Penzberg. P 10. W 1 - Ga Penzberg
5455;-232;1.304;Ga Penzberg. W 19a - Penzberg. W 3
5500;0;138.130;München Hbf - Regensburg Hbf
5501;0;136.768;München Hbf - Treuchtlingen
5502;-403;29.908;Dachau Bahnhof. W 8 - Altomünster
5503;0;61.887;München Hbf - Augsburg Hbf
5504;140;123.527;München Hbf. Starnberger Bahnhof - Mittenwald (DB-Grenze)
5505;140;67.430;München Hbf. Starnberger Bahnhof - Lenggries
5506;454;1.931;München-Solln. W 111 - Großhesselohe. Isartalbf
5507;-499;27.803;München Süd - Wolfratshausen
5508;0;1.112;München-Neuaubing. W 103 - AW Mü-Neuaubing. G-Bahn
5510;0;64.874;München Hbf - Rosenheim
5511;0;1.680;München Süd. W 15 - München. städt. Lebensmittelbf.G-Bahn
5512;-754;795;München-Mittersendling. W 9 - Industriestammgleis 1. G-Bahn
5513;80;2.445;Mü-Mittersendl..I-Stammgl.1. W 101 - Industriestammgleis 2.G-Bahn
5514;0;765;Mü-Mittersendl..I-Stammgl. 2. W 201 - Industriestammgleis 3. G-Bahn
5515;-5;230;Mü-Mittersendl.. I-Stammgl 1. W 908 - Prellbock. G-Bahn
5519;7.870;9.039;München-Pasing. W 336 - Mü-Pasing. W 366
5520;8.019;67.996;München-Pasing. W 330 - Buchloe
5521;-147;4.534;München-Pasing. W 302 - Abzw Mü-Friedenheimer Brücke.W 5a.G-Bahn
5522;0;3.581;München-Laim Rbf - Mü-Pasing. W 335. G-Bahn
5523;0;8.523;München-Laim Rbf - München Nord Rbf. W 110. G-Bahn
5524;0;6.121;Abzw Mü Kanal. W 1 - Bw München 2
5525;0;7.216;München-Laim Rbf - München Nord Rbf. W 706. G-Bahn
5526;0;100;ehemalige Strecke - Abzw Mü-Pasing Nord. W 340 - München-Pasing. W 335
5527;1.385;2.623;Abzw M-Pasing Ost.W1 --Mü-Pas.Gbf-- - Mü-Pasing. W 37
5528;3.276;4.818;Mü-Pasing. W 352 - Mü-Pasing Bbf. W 311
5529;0;100;ehemalige Strecke - München-Pasing. W 347 - Mü-Pasing Bbf. W 13
5530;0;6.353;München-Laim Rbf - Mü-Mittersendling. W 28. G-Bahn
5531;0;5.195;München-Laim Rbf - München Süd. W 103. G-Bahn
5532;0;3.360;München-Laim Rbf - München Hbf. W 117. G-Bahn
5533;0;3.684;München-Laim Rbf - Ga München Hbf. G-Bahn
5534;707;2.832;München Hbf. W 310 - München. Postladebf (Glan). G-Bahn
5540;0;19.293;München Hbf (Tunnelbf) - Gauting. W 22. S-Bahn
5541;1.540;31.177;München Westkreuz. W 378 - Herrsching. S-Bahn
5542;0;100;ehemalige Strecke - München Pasing - Mü Leienfelsstraße
5543;6.920;31.295;München-Pasing. W 21 - Nannhofen. W 222. S-Bahn
5544;3.860;6.212;München Laim Pbf. W 75 - Abzw Mü-Obermenzing. W 92. S-Bahn
5545;5.065;6.218;Abzw München-Nymphenburg. W 81 - Abzw Mü-Obermenzing. W 94. S-Bahn
5550;0;4.013;München Hbf (Tunnelbf) - München Ost Pbf. S-Bahn
5551;-387;13.657;München Ost Pbf. W 33 - Deisenhofen. W 24. S-Bahn
5552;-485;28.108;München-Giesing. W 403 - Kreuzstraße. Gleis 1. S-Bahn
5553;1.412;2.361;München-Leuchtenbergring. W 75 - Abzw Mü Berg am Laim. W 71. S-Bahn
5554;0;5.685;München Ost Pbf - Mü-Daglfing. W 22. S-Bahn
5555;0;16.003;Abzw München Berg am Laim. W 72 - Zorneding. W 259. S-Bahn
5556;8.033;33.662;München-Johannesk.(Nordost). W 216 - Flugh. München Terminal. S-Bahn
5557;0;11.000;Neufahrn - Flughafen München Terminal. S-Bahn
5560;950;35.900;(Fürstenfeldb.)Abzw Block Steinwerk - Abzw M-Waldtrudering.W 72.G-Bahn
5561;-533;3.584;Olching. W 33 - Abzw Olching Ost. Sbk 201. G-Bahn
5562;0;100;ehemalige Strecke - München Allach. W 10 - Mü-Ludwigsfeld. W 81
5563;714;2.831;München Nord Rbf. W 113 - Mü-Karlsfeld. W 135. G-Bahn
5564;2.527;4.845;München Nord Rbf. W 757 - München Olympiastadion. G-Bahn
5565;1.393;2.615;Mü-Milbertsh (Oberwiesenf O). W 106 - Mü Olympiastadion
5566;-562;2.998;München-Feldmoching. W 707 - München Nord Rbf. W 761. G-Bahn
5567;0;4.180;München-Milbertshofen. Gl 6 - Aw Mü-Freimann. G-Bahn
5568;0;2.800;München-Freimann. Gl 3 - Mü-Schwabing. G-Bahn
5569;856;1.802;München-Moosach. W 707 - München Nord Rbf. W 705. G-Bahn
5570;2.278;3.962;München Nord Rbf. W 901 - München-Milbertshofen. G-Bahn
5580;7.700;8.624;München-Pasing. W 305 - München-Pasing. W 363
5581;;;Olching - Augsburg Hbf
5600;-278;115.087;München Ost Pbf. W 122 - Simbach (Inn) (DB-Grenze)
5601;-482;25.000;Markt Schwaben. W 6 --Erding-- - Flughafen München Terminal. S-Bahn
5602;0;6.500;München-Johanneskirchen (Nordost) - Feldkirchen (b München)
5603;264;3.884;München Ost Pbf (Wendeanlage). W 32 - Bw Mü-Steinhausen. S-Bahn
5604;2.463;3.513;Mü Ost Pbf (Hultschiner Str). W 92 - Mü-Steinhausen Bbf
5605;1.825;2.320;München Ost Rbf. W 101 - Mü Ost Pbf (Hultschiner Str). W 85
5610;-381;2.884;München Ost Pbf. W 131 - Mü Ost Rbf Süd. G-Bahn
5611;0;1.480;München Ost Rbf (Süd) - Mü-Trudering. W 59. G-Bahn
5612;0;3.818;München Ost Rbf (Süd) - Mü-Riem. W 326. G-Bahn
5613;2.320;4.124;Mü Ost Pbf (Hultschiner Str). W 86 - Mü-Daglfing. W 327. G-Bahn
5614;192;1.671;Ga Mü Ost. Gl 32 - Mü Ost Pbf.(Freiladehof).W 76.G-Bahn
5615;1.588;2.558;Mü Ost Pbf.(Freiladehof).W 541 - Industriestammgl.(a.Riemergl.).G-Bahn
5616;-505;2.450;München Ost Pbf. W 213 - Mü-Giesing. W 421. G-Bahn
5617;2.454;3.440;München Ost Rbf (Nord). W 203 - Abzw Mü-Zamdorf. W 96
5620;-428;24.765;Holzkirchen. W 21 - Schliersee
5621;-152;16.840;Schliersee. W 22 - Bayrischzell. Gl 3
5622;-368;37.562;Holzkirchen. W 23 - Rosenheim. W 211
5630;-628;26.496;Neufahrn (Niederbay). W 3 - Radldorf (Niederbay). W 3
5631;-376;10.326;Eggmühl. W 17 - Langquaid (Eggmühl). Gl 1. G-Bahn
5632;-284;27.561;Landshut (Bay) Hbf. W 461 - Rottenburg (Laaber). Gl 1. G-Bahn
5633;-266;29.054;Langenbach (Oberbay). W 1 - Enzelhausen. W 1. G-Bahn
5634;0;134.585;Landshut(Bay) Hbf - Bayerisch Eisenstein.Gl 4(DB-Grenze)
5640;-556;25.603;Landau (Isar). W 1 - Arnstorf (Niederbay).Gl 2. G-Bahn
5641;0;100;ehemalige Strecke - Aufhausen - Kröhstorf
5700;-294;120.500;Rosenheim. W 205 - Pilsting
5701;0;100;ehemalige Strecke - Bad Aibling - Feilnbach
5702;-447;31.868;Rosenheim. W 63 - Kiefersfelden (DB-Grenze)
5703;0;82.758;Rosenheim - Freilassing (DB-Grenze)
5704;3.337;19.112;Abzw Landl (Oberbay).W 3 - Frasdorf. G-Bahn
